,Matthews,Accuracy,F1
0,0.3396351578275725,0.6595223515003061,0.5555555555555555
1,0.1911816050660301,0.5950310559006211,0.49275362318840576
2,0.2032414259368686,0.6042606516290727,0.5324675324675325
0,0.28042188571605225,0.6323943661971831,0.5196850393700787
1,0.28638701856240756,0.6462732919254659,0.5733333333333333
2,0.14743154540857745,0.5711779448621555,0.4461538461538461
0,0.25608851632863344,0.6247397428046539,0.5223880597014925
1,0.30956427484505167,0.6512422360248447,0.556390977443609
2,0.11498945320462602,0.5530075187969925,0.39669421487603307
0,0.2532475088801844,0.6183098591549296,0.49599999999999994
1,0.26382354123013496,0.6335403726708074,0.5517241379310344
2,0.23937317287924864,0.6145363408521303,0.5
0,0.4206940545100849,0.7109001837109614,0.6433566433566433
1,0.14032673447107924,0.5680124223602485,0.4427480916030535
2,0.24972123501578097,0.618922305764411,0.5039370078740157
0,0.1698827680035804,0.5797917942437232,0.4444444444444444
1,0.20355615813065622,0.5968944099378882,0.4724409448818898
2,0.25656418731086594,0.6305764411027569,0.5540540540540541
0,0.34903418488276894,0.6740355174525413,0.5957446808510638
1,0.22407735027510273,0.6055900621118012,0.4799999999999999
2,0.23937317287924864,0.6145363408521303,0.5
0,0.30723033837160363,0.6464788732394366,0.5426356589147286
1,0.25886758322518727,0.6254658385093168,0.5190839694656487
2,0.10451504779043194,0.5508771929824561,0.4242424242424243
0,0.12599334388406982,0.5638701775872628,0.47297297297297297
1,0.2420076115530449,0.6114906832298137,0.47933884297520657
2,0.10451504779043194,0.5508771929824561,0.4242424242424243
0,0.12884133014868915,0.5576240048989589,0.38983050847457634
1,0.279218720467493,0.6341614906832298,0.5271317829457364
2,0.27386890496995137,0.6343358395989975,0.5373134328358209
