value,transcription,alt_transcription,IPA,Comment
s,phonetic,NA,,
ă,phonetic,NA,,
ʔ,phonetic,NA,,
ŋ,phonetic,NA,,
h,phonetic,NA,,
.,phonetic,NA,,
B,phonetic,NA,,
l,phonetic,NA,,
e,phonetic,NA,,
w,phonetic,NA,,
C,phonetic,NA,,
 ,phonetic,NA,,
m,phonetic,NA,,
ɛ,phonetic,NA,,
t,phonetic,NA,,
ɨ,phonetic,NA,,
n,phonetic,NA,,
ń,phonetic,NA,,
u,phonetic,NA,,
ĭ,phonetic,NA,,
k,phonetic,NA,,
i,phonetic,NA,,
ł,phonetic,NA,,
p,phonetic,NA,,
F,phonetic,NA,,
c,phonetic,NA,,
ŭ,phonetic,NA,,
ɔ,phonetic,NA,,
i̯,phonetic,NA,,
ə,phonetic,NA,,
ŏ,phonetic,NA,,
o,phonetic,NA,,
a,phonetic,NA,,
ɔ̆,phonetic,NA,,
d,phonetic,NA,,
b,phonetic,NA,,
û̆,phonetic,NA,,
ɨ̆,phonetic,NA,,
u̯,phonetic,NA,,
ɛ̆,phonetic,NA,,
z,phonetic,NA,,
v,phonetic,NA,,
ɣ̆,phonetic,NA,,
û,phonetic,NA,,
ä̆,phonetic,NA,,
j,phonetic,NA,,
ɣ,phonetic,NA,,
ĕ,phonetic,NA,,
̆,phonetic,NA,,
š,phonetic,NA,,
ǯ,phonetic,NA,,
ä,phonetic,NA,,
ə̆,phonetic,NA,,
:,phonetic,NA,,
ɔ̯,phonetic,NA,,
D,phonetic,NA,,
3,phonetic,NA,,
2,phonetic,NA,,
4,phonetic,NA,,
-,phonetic,NA,,
6,phonetic,NA,,
/,phonetic,NA,,
0,phonetic,NA,,
Ш,phonetic,NA,,
ž,phonetic,NA,,
