,Matthews,Accuracy,F1,ActionAccuracy,ThingAccuracy
0,0.7633392424765739,0.8694638694638694,0.8,0.7692307692307693,0.9696969696969697
1,0.6682228384455812,0.8234265734265734,0.7199999999999999,0.6923076923076923,0.9545454545454546
2,0.7230769230769231,0.8615384615384616,0.7692307692307693,0.7692307692307693,0.9538461538461539
3,0.7083529542071926,0.8307692307692307,0.7500000000000001,0.6923076923076923,0.9692307692307692
4,0.816496580927726,0.9615384615384616,0.8387096774193548,1.0,0.9230769230769231
5,0.741940826802374,0.8923076923076922,0.7857142857142856,0.8461538461538461,0.9384615384615385
6,0.6095130071085145,0.7846153846153847,0.6666666666666667,0.6153846153846154,0.9538461538461539
7,0.5817478693566535,0.7230769230769232,0.6,0.46153846153846156,0.9846153846153847
8,0.6531972647421808,0.8692307692307693,0.7096774193548387,0.8461538461538461,0.8923076923076924
9,0.7230769230769231,0.8615384615384616,0.7692307692307693,0.7692307692307693,0.9538461538461539
