,Matthews,Accuracy,F1,ActionAccuracy,ThingAccuracy
0,0.39612953424227293,0.6698717948717948,0.5116279069767442,0.4230769230769231,0.9166666666666666
1,0.30876114791518694,0.6244131455399061,0.42857142857142855,0.3333333333333333,0.9154929577464789
2,0.4394829178098319,0.7007042253521127,0.5652173913043479,0.5,0.9014084507042254
3,0.35817182155571275,0.6500541711809318,0.4761904761904762,0.38461538461538464,0.9154929577464789
4,0.3819527652760213,0.6744312026002167,0.5217391304347826,0.46153846153846156,0.8873239436619719
5,0.28096777056776046,0.5820693391115926,0.30303030303030304,0.19230769230769232,0.971830985915493
6,0.21079541691952644,0.590465872156013,0.372093023255814,0.3076923076923077,0.8732394366197183
7,0.4088339256530664,0.6519501625135428,0.4736842105263157,0.34615384615384615,0.9577464788732394
8,0.3947856893348945,0.6866197183098591,0.5416666666666667,0.5,0.8732394366197183
9,0.5545432228774533,0.7532502708559046,0.6521739130434783,0.5769230769230769,0.9295774647887324
