Form,transcription,englishName,language,englishPOS,languageFamily,alt_transcription,alt_form,concepticonID,phon,method,ontologicalCategory,include
szülők,Standard,parents,Hungarian,noun,Uralic,Phonemic,sülöök,505,sulook,original,Thing,FALSE
anya,Standard,mother,Hungarian,noun,Uralic,Phonemic,aɲa,1216,aɲa,original,Thing,FALSE
apa,Standard,father,Hungarian,noun,Uralic,Phonemic,apa,1217,apa,original,Thing,FALSE
válás,Standard,divorce,Hungarian,noun,Uralic,Phonemic,waalaaš,1134,waalaas,original,Thing,FALSE
házasság,Standard,"marriage, wedding",Hungarian,noun,Uralic,Phonemic,haazaššaag,1259,haazassaag,original,Thing,FALSE
féry,Standard,husband,Hungarian,noun,Uralic,Phonemic,feery,1200,feery,original,Thing,FALSE
czeczemő,Standard,"infant, baby",Hungarian,noun,Uralic,Phonemic,čečemöö,1289,cecemoo,original,Thing,FALSE
(kis)baba,Standard,"infant, baby",Hungarian,noun,Uralic,Phonemic,(kiš)baba,1289,baba,original,Thing,FALSE
gyer(m)ek,Standard,child,Hungarian,noun,Uralic,Phonemic,dʸer(m)ek,1304,derek,original,Thing,FALSE
kisaszszony,Standard,young woman (adolescent),Hungarian,noun,Uralic,Phonemic,kišassoɲ,77,kisassoɲ,original,Thing,FALSE
ifyú,Standard,young man (adolescent),Hungarian,noun,Uralic,Phonemic,ifyuu,76,ifyuu,original,Thing,FALSE
fiatalember,Standard,young man (adolescent),Hungarian,noun,Uralic,Phonemic,fiatalember,76,fiatalember,original,Thing,FALSE
aszszony,Standard,woman,Hungarian,noun,Uralic,Phonemic,assoɲ,962,assoɲ,original,Thing,FALSE
nő,Standard,woman,Hungarian,noun,Uralic,Phonemic,nöö,962,noo,original,Thing,FALSE
férfi,Standard,man (vs. woman),Hungarian,noun,Uralic,Phonemic,feerfi,1554,feerfi,original,Thing,FALSE
egyén,Standard,"person, human being",Hungarian,noun,Uralic,Phonemic,edʸeen,683,edeen,original,Thing,FALSE
ember,Standard,"person, human being",Hungarian,noun,Uralic,Phonemic,ember,683,ember,original,Thing,FALSE
faszén ~ szén,Standard,charcoal,Hungarian,noun,Uralic,Phonemic,faseen ~ seen,1188,faseen,original,Thing,FALSE
tűzifa,Standard,firewood,Hungarian,noun,Uralic,Phonemic,tüüzifa,10,tuuzifa,original,Thing,FALSE
gyufa,Standard,match (noun),Hungarian,noun,Uralic,Phonemic,dʸufa,1133,dufa,original,Thing,FALSE
parázs,Standard,embers,Hungarian,noun,Uralic,Phonemic,paraaž,67,paraaz,original,Thing,FALSE
hamu,Standard,ashes,Hungarian,noun,Uralic,Phonemic,hamu,646,hamu,original,Thing,FALSE
füst,Standard,smoke (noun),Hungarian,noun,Uralic,Phonemic,füšt,778,fust,original,Thing,FALSE
láng,Standard,flame (noun),Hungarian,noun,Uralic,Phonemic,laang,889,laang,original,Thing,FALSE
tűz,Standard,fire,Hungarian,noun,Uralic,Phonemic,tüüz,221,tuuz,original,Thing,FALSE
yég,Standard,ice,Hungarian,noun,Uralic,Phonemic,yeeg,617,yeeg,original,Thing,FALSE
hó,Standard,snow (noun),Hungarian,noun,Uralic,Phonemic,hoo,784,hoo,original,Thing,FALSE
eső,Standard,rain (noun),Hungarian,noun,Uralic,Phonemic,ešöö,658,esoo,original,Thing,FALSE
köd,Standard,fog,Hungarian,noun,Uralic,Phonemic,köd,249,kod,original,Thing,FALSE
szél,Standard,wind,Hungarian,noun,Uralic,Phonemic,seel,960,seel,original,Thing,FALSE
felhő,Standard,cloud,Hungarian,noun,Uralic,Phonemic,felhöö,1489,felhoo,original,Thing,FALSE
levegő,Standard,air,Hungarian,noun,Uralic,Phonemic,lewegöö,27,lewegoo,original,Thing,FALSE
harmat,Standard,dew,Hungarian,noun,Uralic,Phonemic,harmat,1977,harmat,original,Thing,FALSE
árnyék ~ árny,Standard,"shade, shadow",Hungarian,noun,Uralic,Phonemic,aarɲeek ~ aarɲ,1388,aarɲeek,original,Thing,FALSE
sötégség,Standard,darkness,Hungarian,noun,Uralic,Phonemic,šöteegšeeg,11,soteegseeg,original,Thing,FALSE
fény,Standard,light (noun),Hungarian,noun,Uralic,Phonemic,feeɲ,630,feeɲ,original,Thing,FALSE
világosság,Standard,light (noun),Hungarian,noun,Uralic,Phonemic,wilaagoššaag,630,wilaagossaag,original,Thing,FALSE
szivárvány,Standard,rainbow,Hungarian,noun,Uralic,Phonemic,siwaarwaaɲ,1733,siwaarwaaɲ,original,Thing,FALSE
vihar,Standard,storm,Hungarian,noun,Uralic,Phonemic,wihar,858,wihar,original,Thing,FALSE
mennydörgés,Standard,thunder,Hungarian,noun,Uralic,Phonemic,menɲdörgeeš,1150,menɲdorgees,original,Thing,FALSE
villám,Standard,lightning,Hungarian,noun,Uralic,Phonemic,willaam,1654,willaam,original,Thing,FALSE
czillag,Standard,star,Hungarian,noun,Uralic,Phonemic,čillag,1430,cillag,original,Thing,FALSE
hold,Standard,moon,Hungarian,noun,Uralic,Phonemic,hold,1313,hold,original,Thing,TRUE
nap,Standard,sun,Hungarian,noun,Uralic,Phonemic,nap,1343,nap,original,Thing,TRUE
ég,Standard,sky,Hungarian,noun,Uralic,Phonemic,eeg,1732,eeg,original,Thing,FALSE
földrengés,Standard,earthquake,Hungarian,noun,Uralic,Phonemic,földrengeeš,6,foldrengees,original,Thing,FALSE
fányag,Standard,wood,Hungarian,noun,Uralic,Phonemic,faaɲag,1803,faaɲag,original,Thing,FALSE
erdő,Standard,"woods, forest",Hungarian,noun,Uralic,Phonemic,erdöö,420,erdoo,original,Thing,FALSE
vízesés,Standard,waterfall,Hungarian,noun,Uralic,Phonemic,wiizešeeš,943,wiizesees,original,Thing,FALSE
moczár,Standard,swamp,Hungarian,noun,Uralic,Phonemic,močaar,1145,mocaar,original,Thing,FALSE
láp,Standard,swamp,Hungarian,noun,Uralic,Phonemic,laap,1145,laap,original,Thing,FALSE
ingovány,Standard,swamp,Hungarian,noun,Uralic,Phonemic,ingowaaɲ,1145,ingowaaɲ,original,Thing,FALSE
forgatag,Standard,whirlpool,Hungarian,noun,Uralic,Phonemic,forgatag,1982,forgatag,original,Thing,FALSE
folyo ~ folyam,Standard,"river, stream, brook",Hungarian,noun,Uralic,Phonemic,folʸo ~ folʸam,666,folo,original,Thing,FALSE
patak,Standard,"river, stream, brook",Hungarian,noun,Uralic,Phonemic,patak,666,patak,original,Thing,FALSE
dagály,Standard,hightide,Hungarian,noun,Uralic,Phonemic,dagaalʸ,613,dagaal,original,Thing,FALSE
apály,Standard,lowtide,Hungarian,noun,Uralic,Phonemic,apaalʸ,1026,apaal,original,Thing,FALSE
árapály,Standard,tide,Hungarian,noun,Uralic,Phonemic,aarapaalʸ,891,aarapaal,original,Thing,FALSE
hullám,Standard,wave,Hungarian,noun,Uralic,Phonemic,hullaam,978,hullaam,original,Thing,FALSE
hegyfok,Standard,"headland, point",Hungarian,noun,Uralic,Phonemic,hedʸfok,1662,hedfok,original,Thing,FALSE
földnelv,Standard,"headland, point",Hungarian,noun,Uralic,Phonemic,földnelw,1662,foldnelw,original,Thing,FALSE
szirt,Standard,reef,Hungarian,noun,Uralic,Phonemic,sirt,660,sirt,original,Thing,FALSE
zátony,Standard,reef,Hungarian,noun,Uralic,Phonemic,zaatoɲ,660,zaatoɲ,original,Thing,FALSE
lagúna,Standard,lagoon,Hungarian,noun,Uralic,Phonemic,laguuna,623,laguuna,original,Thing,FALSE
öböl,Standard,"gulf, bay",Hungarian,noun,Uralic,Phonemic,öböl,663,obol,original,Thing,FALSE
óceán,Standard,ocean,Hungarian,noun,Uralic,Phonemic,ooc̷eaan,645,ooceaan,original,Thing,FALSE
hab,Standard,foam,Hungarian,noun,Uralic,Phonemic,hab,1768,hab,original,Thing,FALSE
tayték,Standard,foam,Hungarian,noun,Uralic,Phonemic,tayteek,1768,tayteek,original,Thing,FALSE
tenger,Standard,sea,Hungarian,noun,Uralic,Phonemic,tenger,1474,tenger,original,Thing,FALSE
víz,Standard,water,Hungarian,noun,Uralic,Phonemic,wiiz,948,wiiz,original,Thing,FALSE
barlang,Standard,cave,Hungarian,noun,Uralic,Phonemic,barlang,1155,barlang,original,Thing,FALSE
part,Standard,shore,Hungarian,noun,Uralic,Phonemic,part,113,part,original,Thing,FALSE
szárazföld,Standard,mainland,Hungarian,noun,Uralic,Phonemic,saarazföld,166,saarazfold,original,Thing,FALSE
[kontinens],Standard,mainland,Hungarian,noun,Uralic,Phonemic,[kontinenš],166,kontinens,original,Thing,FALSE
sziget,Standard,island,Hungarian,noun,Uralic,Phonemic,siget,622,siget,original,Thing,FALSE
völgy,Standard,valley,Hungarian,noun,Uralic,Phonemic,wöldʸ,921,wold,original,Thing,FALSE
sikság,Standard,"plain, field",Hungarian,noun,Uralic,Phonemic,šikšaag,652,siksaag,original,Thing,FALSE
mező,Standard,"plain, field",Hungarian,noun,Uralic,Phonemic,mezöö,652,mezoo,original,Thing,FALSE
szikla,Standard,"cliff, precipice",Hungarian,noun,Uralic,Phonemic,sikla,618,sikla,original,Thing,FALSE
sár,Standard,mud,Hungarian,noun,Uralic,Phonemic,šaar,640,saar,original,Thing,FALSE
homok,Standard,sand,Hungarian,noun,Uralic,Phonemic,homok,671,homok,original,Thing,FALSE
por,Standard,dust,Hungarian,noun,Uralic,Phonemic,por,2,por,original,Thing,FALSE
föld,Standard,"earth=ground, soil",Hungarian,noun,Uralic,Phonemic,föld,1228,fold,original,Thing,FALSE
talay,Standard,"earth=ground, soil",Hungarian,noun,Uralic,Phonemic,talay,1228,talay,original,Thing,FALSE
világ,Standard,world,Hungarian,NA,Uralic,Phonemic,wilaag,965,wilaag,original,Thing,FALSE
éy,Standard,night,Hungarian,noun,Uralic,Phonemic,eey,1233,eey,original,Thing,FALSE
napkelte,Standard,dawn,Hungarian,noun,Uralic,Phonemic,napkelte,729,napkelte,original,Thing,FALSE
haynal,Standard,dawn,Hungarian,noun,Uralic,Phonemic,haynal,729,haynal,original,Thing,FALSE
reggel,Standard,morning,Hungarian,noun,Uralic,Phonemic,reggel,1339,reggel,original,Thing,FALSE
délután,Standard,afternoon,Hungarian,noun,Uralic,Phonemic,deelutaan,1807,deelutaan,original,Thing,FALSE
este,Standard,evening,Hungarian,noun,Uralic,Phonemic,ešte,1629,este,original,Thing,FALSE
óra,Standard,hour,Hungarian,noun,Uralic,Phonemic,oora,1353,oora,original,Thing,FALSE
hét,Standard,week,Hungarian,noun,Uralic,Phonemic,heet,1469,heet,original,Thing,FALSE
vasárnap,Standard,Sunday,Hungarian,noun,Uralic,Phonemic,wašaarnap,1699,wasaarnap,original,Thing,FALSE
hétfő,Standard,Monday,Hungarian,noun,Uralic,Phonemic,heetföö,1697,heetfoo,original,Thing,FALSE
kedd,Standard,Tuesday,Hungarian,noun,Uralic,Phonemic,kedd,1695,kedd,original,Thing,FALSE
szerda,Standard,Wednesday,Hungarian,noun,Uralic,Phonemic,serda,1694,serda,original,Thing,FALSE
czütörtök,Standard,Thursday,Hungarian,noun,Uralic,Phonemic,čütörtök,1693,cutortok,original,Thing,FALSE
péntek,Standard,Friday,Hungarian,noun,Uralic,Phonemic,peentek,1692,peentek,original,Thing,FALSE
szombat,Standard,Saturday,Hungarian,noun,Uralic,Phonemic,sombat,1700,sombat,original,Thing,FALSE
hónap,Standard,month,Hungarian,noun,Uralic,Phonemic,hoonap,1370,hoonap,original,Thing,FALSE
év,Standard,year,Hungarian,noun,Uralic,Phonemic,eew,1226,eew,original,Thing,FALSE
tél,Standard,winter,Hungarian,noun,Uralic,Phonemic,teel,1471,teel,original,Thing,FALSE
tavasz,Standard,spring,Hungarian,noun,Uralic,Phonemic,tawas,1537,tawas,original,Thing,FALSE
nyár,Standard,summer,Hungarian,noun,Uralic,Phonemic,ɲaar,1342,ɲaar,original,Thing,FALSE
ösz,Standard,autumn,Hungarian,noun,Uralic,Phonemic,ös,1276,os,original,Thing,FALSE
évszak,Standard,season,Hungarian,noun,Uralic,Phonemic,eewsak,691,eewsak,original,Thing,FALSE
hang,Standard,"sound, noise",Hungarian,noun,Uralic,Phonemic,hang,1811,hang,original,Thing,FALSE
lélek,Standard,"soul, spirit",Hungarian,noun,Uralic,Phonemic,leelek,53,leelek,original,Thing,FALSE
szellem,Standard,"soul, spirit",Hungarian,noun,Uralic,Phonemic,sellem,53,sellem,original,Thing,FALSE
szerencze,Standard,"good fortune, luck",Hungarian,noun,Uralic,Phonemic,serenče,720,serence,original,Thing,FALSE
balsors,Standard,"misfortune, bad luck",Hungarian,noun,Uralic,Phonemic,balšorš,56,balsors,original,Thing,FALSE
fáyás,Standard,pain,Hungarian,noun,Uralic,Phonemic,faayaaš,1783,faayaas,original,Thing,FALSE
bánat,Standard,"grief, sorrow, sadness",Hungarian,noun,Uralic,Phonemic,baanat,1668,baanat,original,Thing,FALSE
szomorúság,Standard,"grief, sorrow, sadness",Hungarian,noun,Uralic,Phonemic,somoruušaag,1668,somoruusaag,original,Thing,FALSE
gondoskodás,Standard,"anxiety, worry",Hungarian,noun,Uralic,Phonemic,gondoškodaaš,1000,gondoskodaas,original,Thing,FALSE
részvét,Standard,pity,Hungarian,noun,Uralic,Phonemic,reesweet,1141,reesweet,original,Thing,FALSE
saynálkozás,Standard,pity,Hungarian,noun,Uralic,Phonemic,šaynaalkozaaš,1141,saynaalkozaas,original,Thing,FALSE
könny(czepp),Standard,tear (noun),Hungarian,noun,Uralic,Phonemic,könɲ(čepp),1651,konɲ,original,Thing,FALSE
gyűlölet,Standard,anger,Hungarian,noun,Uralic,Phonemic,dʸüülölet,82,duulolet,original,Thing,FALSE
irigység,Standard,"envy, jealousy",Hungarian,noun,Uralic,Phonemic,iridʸšeeg,40,iridseeg,original,Thing,FALSE
szégyen,Standard,shame (noun),Hungarian,noun,Uralic,Phonemic,seedʸen,1776,seeden,original,Thing,FALSE
félelem,Standard,"fear, fright",Hungarian,noun,Uralic,Phonemic,feelelem,781,feelelem,original,Thing,FALSE
veszély,Standard,danger,Hungarian,noun,Uralic,Phonemic,weseelʸ,1810,weseel,original,Thing,FALSE
hazugság,Standard,deceit,Hungarian,noun,Uralic,Phonemic,hazugšaag,13,hazugsaag,original,Thing,FALSE
hiba,Standard,fault,Hungarian,noun,Uralic,Phonemic,hiba,134,hiba,original,Thing,FALSE
felelősség,Standard,fault,Hungarian,noun,Uralic,Phonemic,felelööššeeg,134,feleloosseeg,original,Thing,FALSE
szidás,Standard,blame,Hungarian,noun,Uralic,Phonemic,sidaaš,381,sidaas,original,Thing,FALSE
dorgálás,Standard,blame,Hungarian,noun,Uralic,Phonemic,dorgaalaaš,381,dorgaalaas,original,Thing,FALSE
diczéret ~ diczőítés,Standard,praise,Hungarian,noun,Uralic,Phonemic,dičeeret ~ dičööiiteeš,1687,diceeret,original,Thing,FALSE
esz,Standard,mind,Hungarian,noun,Uralic,Phonemic,es,1562,es,original,Thing,FALSE
gondolat,Standard,"idea, notion",Hungarian,noun,Uralic,Phonemic,gondolat,1609,gondolat,original,Thing,FALSE
eszme,Standard,"idea, notion",Hungarian,noun,Uralic,Phonemic,esme,1609,esme,original,Thing,FALSE
fogalom,Standard,"idea, notion",Hungarian,noun,Uralic,Phonemic,fogalom,1609,fogalom,original,Thing,FALSE
tanuló,Standard,pupil,Hungarian,noun,Uralic,Phonemic,tanuloo,753,tanuloo,original,Thing,FALSE
tanító,Standard,teacher,Hungarian,noun,Uralic,Phonemic,taniitoo,1038,taniitoo,original,Thing,FALSE
iskola,Standard,school,Hungarian,noun,Uralic,Phonemic,iškola,673,iskola,original,Thing,FALSE
szándék,Standard,"intention, purpose",Hungarian,noun,Uralic,Phonemic,saandeek,1162,saandeek,original,Thing,FALSE
ok,Standard,cause,Hungarian,noun,Uralic,Phonemic,ok,860,ok,original,Thing,FALSE
kételkedik,Standard,doubt,Hungarian,noun,Uralic,Phonemic,keetelkedik,1308,keetelkedik,original,Thing,FALSE
szükség,Standard,"need, necessity",Hungarian,noun,Uralic,Phonemic,sükšeeg,643,sukseeg,original,Thing,FALSE
mód,Standard,"way, manner",Hungarian,noun,Uralic,Phonemic,mood,488,mood,original,Thing,FALSE
elyárás,Standard,"way, manner",Hungarian,noun,Uralic,Phonemic,elyaaraaš,488,elyaaraas,original,Thing,FALSE
név,Standard,name,Hungarian,noun,Uralic,Phonemic,neew,1405,neew,original,Thing,FALSE
papír,Standard,paper,Hungarian,noun,Uralic,Phonemic,papiir,648,papiir,original,Thing,FALSE
könyv,Standard,book,Hungarian,noun,Uralic,Phonemic,köɲw,963,koɲw,original,Thing,FALSE
költő,Standard,poet,Hungarian,noun,Uralic,Phonemic,költöö,1045,koltoo,original,Thing,FALSE
fuvola,Standard,flute,Hungarian,noun,Uralic,Phonemic,fuwola,777,fuwola,original,Thing,FALSE
dob,Standard,drum,Hungarian,noun,Uralic,Phonemic,dob,908,dob,original,Thing,FALSE
(yáték)czörgő,Standard,rattle,Hungarian,noun,Uralic,Phonemic,(yaateek)čörgöö,300,corgoo,original,Thing,FALSE
ország,Standard,country,Hungarian,noun,Uralic,Phonemic,orsaag,1300,orsaag,original,Thing,FALSE
haza,Standard,one's native country,Hungarian,noun,Uralic,Phonemic,haza,89,haza,original,Thing,FALSE
szülőföld,Standard,one's native country,Hungarian,noun,Uralic,Phonemic,sülööföld,89,suloofold,original,Thing,FALSE
város,Standard,"city, town",Hungarian,noun,Uralic,Phonemic,waaroš,1391,waaros,original,Thing,FALSE
falu,Standard,village,Hungarian,noun,Uralic,Phonemic,falu,930,falu,original,Thing,FALSE
határ,Standard,boundary,Hungarian,noun,Uralic,Phonemic,hataar,1010,hataar,original,Thing,FALSE
nép ~ nemzet,Standard,people (populace),Hungarian,noun,Uralic,Phonemic,neep ~ nemzet,789,neep,original,Thing,FALSE
nemzetség,Standard,"tribe, clan",Hungarian,noun,Uralic,Phonemic,nemzetšeeg,302,nemzetseeg,original,Thing,FALSE
vezér,Standard,"chief, chieftain",Hungarian,noun,Uralic,Phonemic,wezeer,301,wezeer,original,Thing,FALSE
bot,Standard,"staff, walking stick",Hungarian,noun,Uralic,Phonemic,bot,1296,bot,original,Thing,FALSE
sétabot,Standard,"staff, walking stick",Hungarian,noun,Uralic,Phonemic,šeetabot,1296,seetabot,original,Thing,FALSE
király,Standard,"king, ruler",Hungarian,noun,Uralic,Phonemic,kiraalʸ,1508,kiraal,original,Thing,FALSE
királynő,Standard,queen,Hungarian,noun,Uralic,Phonemic,kiraalʸnöö,1306,kiraalnoo,original,Thing,FALSE
nemes(ember),Standard,"noble, nobleman",Hungarian,noun,Uralic,Phonemic,nemeš(ember),482,nemes,original,Thing,FALSE
állampolgár,Standard,"citizen, subject",Hungarian,noun,Uralic,Phonemic,aallampolgaar,1032,aallampolgaar,original,Thing,FALSE
polgár,Standard,"citizen, subject",Hungarian,noun,Uralic,Phonemic,polgaar,1032,polgaar,original,Thing,FALSE
gazda,Standard,master,Hungarian,noun,Uralic,Phonemic,gazda,383,gazda,original,Thing,FALSE
úr,Standard,master,Hungarian,noun,Uralic,Phonemic,uur,383,uur,original,Thing,FALSE
rabszolga,Standard,slave,Hungarian,noun,Uralic,Phonemic,rabsolga,812,rabsolga,original,Thing,FALSE
szolga,Standard,servant,Hungarian,noun,Uralic,Phonemic,solga,255,solga,original,Thing,FALSE
barát,Standard,"friend, companion",Hungarian,noun,Uralic,Phonemic,baraat,1325,baraat,original,Thing,FALSE
haver,Standard,"friend, companion",Hungarian,noun,Uralic,Phonemic,hawer,1325,hawer,original,Thing,FALSE
ellenség,Standard,enemy,Hungarian,noun,Uralic,Phonemic,ellenšeeg,1358,ellenseeg,original,Thing,FALSE
szomszéd,Standard,neighbor,Hungarian,noun,Uralic,Phonemic,somseed,1332,somseed,original,Thing,FALSE
idegen,Standard,stranger,Hungarian,noun,Uralic,Phonemic,idegen,791,idegen,original,Thing,FALSE
vendég,Standard,guest,Hungarian,noun,Uralic,Phonemic,wendeeg,1782,wendeeg,original,Thing,FALSE
veszekedés ~ viszály,Standard,"strife, quarrel",Hungarian,noun,Uralic,Phonemic,wesekedeeš ~ wisaalʸ,1848,wesekedees,original,Thing,FALSE
vita,Standard,"strife, quarrel",Hungarian,noun,Uralic,Phonemic,wita,1848,wita,original,Thing,FALSE
prostituált,Standard,prostitute,Hungarian,noun,Uralic,Phonemic,proštituaalt,1610,prostituaalt,original,Thing,FALSE
kéynő,Standard,prostitute,Hungarian,noun,Uralic,Phonemic,keeynöö,1610,keeynoo,original,Thing,FALSE
háború,Standard,"war, battle",Hungarian,noun,Uralic,Phonemic,haaboruu,579,haaboruu,original,Thing,FALSE
béke,Standard,peace,Hungarian,noun,Uralic,Phonemic,beeke,1338,beeke,original,Thing,FALSE
had(sereg) ~ sereg,Standard,army,Hungarian,noun,Uralic,Phonemic,had(šereg) ~ šereg,1561,had,original,Thing,FALSE
katona,Standard,soldier,Hungarian,noun,Uralic,Phonemic,katona,1941,katona,original,Thing,FALSE
fegyver,Standard,"weapons, arms",Hungarian,noun,Uralic,Phonemic,fedʸwer,951,fedwer,original,Thing,FALSE
harcibárcl,Standard,battle-ax,Hungarian,noun,Uralic,Phonemic,harc̷ibaarc̷l,386,harcibaarcl,original,Thing,FALSE
parittya,Standard,sling,Hungarian,noun,Uralic,Phonemic,parittʸa,387,paritta,original,Thing,FALSE
íy,Standard,bow,Hungarian,noun,Uralic,Phonemic,iiy,994,iiy,original,Thing,FALSE
nyíl,Standard,arrow,Hungarian,noun,Uralic,Phonemic,ɲiil,977,ɲiil,original,Thing,FALSE
kopya,Standard,spear,Hungarian,noun,Uralic,Phonemic,kopya,945,kopya,original,Thing,FALSE
dárda,Standard,spear,Hungarian,noun,Uralic,Phonemic,daarda,945,daarda,original,Thing,FALSE
kard,Standard,sword,Hungarian,noun,Uralic,Phonemic,kard,1535,kard,original,Thing,FALSE
ágyú,Standard,"gun, cannon",Hungarian,noun,Uralic,Phonemic,aadʸuu,1566,aaduu,original,Thing,FALSE
löveg,Standard,"gun, cannon",Hungarian,noun,Uralic,Phonemic,löweg,1566,loweg,original,Thing,FALSE
páncél(zat),Standard,armor (defensive),Hungarian,noun,Uralic,Phonemic,paanc̷eel(zat),1061,paanceel,original,Thing,FALSE
sisak,Standard,helmet,Hungarian,noun,Uralic,Phonemic,šišak,1680,sisak,original,Thing,FALSE
payzs,Standard,shield,Hungarian,noun,Uralic,Phonemic,payž,1064,payz,original,Thing,FALSE
erőd,Standard,fortress,Hungarian,noun,Uralic,Phonemic,erööd,1938,erood,original,Thing,FALSE
torony,Standard,tower,Hungarian,noun,Uralic,Phonemic,toroɲ,1671,toroɲ,original,Thing,FALSE
gyözelem,Standard,victory,Hungarian,noun,Uralic,Phonemic,dʸözelem,783,dozelem,original,Thing,FALSE
vereség,Standard,defeat,Hungarian,noun,Uralic,Phonemic,werešeeg,782,wereseeg,original,Thing,FALSE
eltalálás,Standard,defeat,Hungarian,noun,Uralic,Phonemic,eltalaalaaš,782,eltalaalaas,original,Thing,FALSE
rárohan,Standard,defeat,Hungarian,noun,Uralic,Phonemic,raarohan,782,raarohan,original,Thing,FALSE
támadás,Standard,attack,Hungarian,noun,Uralic,Phonemic,taamadaaš,722,taamadaas,original,Thing,FALSE
roham,Standard,attack,Hungarian,noun,Uralic,Phonemic,roham,722,roham,original,Thing,FALSE
fogoly,Standard,"captive, prisoner",Hungarian,noun,Uralic,Phonemic,fogolʸ,1072,fogol,original,Thing,FALSE
rab,Standard,"captive, prisoner",Hungarian,noun,Uralic,Phonemic,rab,1072,rab,original,Thing,FALSE
őr ~ örszem,Standard,"guard, sentinel",Hungarian,noun,Uralic,Phonemic,öör ~ örsem,1940,oor,original,Thing,FALSE
hadizsákmány,Standard,"booty, spoils",Hungarian,noun,Uralic,Phonemic,hadižaakmaaɲ,1022,hadizaakmaaɲ,original,Thing,FALSE
