word,language,AoA,rank,included,form
swing,Italian,2.96,70,FALSE,NA
telephone,Italian,2.96,71,FALSE,NA
listen,Italian,2.96,72,TRUE,ascoltare
bear,Italian,3,73,FALSE,NA
ladder,Italian,3,74,TRUE,scala
motorbike,Italian,3,75,FALSE,NA
search,Italian,3,76,TRUE,cercare
stairs,Italian,3.04,77,FALSE,NA
fly,Italian,3.04,78,TRUE,mosca
ant,Italian,3.08,79,TRUE,formica
elephant,Italian,3.08,80,TRUE,elefante
brush [teeth],Italian,3.08,81,TRUE,lavare
dance,Italian,3.08,82,TRUE,ballare
kiss,Italian,3.08,83,TRUE,baciare
eat,Polish,2.13,1,TRUE,jes�c�
drink,Polish,2.26,2,TRUE,pic�
nose,Polish,2.29,3,TRUE,nos
bed,Polish,2.31,4,TRUE,?o�z?ko
cat,Polish,2.31,5,TRUE,kot
dog,Polish,2.31,6,FALSE,NA
leg,Polish,2.31,7,TRUE,noga
shoe,Polish,2.32,8,TRUE,but
house,Polish,2.35,9,TRUE,dom
ear,Polish,2.38,10,TRUE,ucho
eye,Polish,2.38,11,TRUE,oko
sleep,Polish,2.39,12,TRUE,spac�
flower,Polish,2.47,13,TRUE,kwiat
spoon,Polish,2.47,14,TRUE,?yz?ka
walk,Polish,2.48,15,TRUE,is�c�
pee,Polish,2.5,16,TRUE,sikac�
doll,Polish,2.52,17,FALSE,NA
bird,Polish,2.53,18,TRUE,ptak
cow,Polish,2.58,19,TRUE,krowa
ball,Polish,2.59,20,FALSE,NA
cry,Polish,2.59,21,TRUE,p?akac�
sit,Polish,2.59,22,TRUE,siedziec�
apple,Polish,2.66,23,FALSE,NA
sun,Polish,2.66,24,TRUE,s?on�ce
draw,Polish,2.68,25,FALSE,NA
door,Polish,2.72,26,TRUE,drzwi
trousers,Polish,2.72,27,TRUE,spodnie
run,Polish,2.72,28,TRUE,biegac�
cheese,Polish,2.75,29,FALSE,NA
horse,Polish,2.75,30,TRUE,ko?
laugh,Polish,2.75,31,FALSE,NA
hug,Polish,2.77,32,FALSE,NA
sock,Polish,2.84,33,FALSE,NA
bath,Polish,2.84,34,FALSE,NA
listen,Polish,2.84,35,TRUE,s?uchac�
open,Polish,2.84,36,TRUE,otwierac�
wave,Polish,2.84,37,FALSE,NA
chair,Polish,2.91,38,TRUE,krzes?o
stroke,Polish,2.91,39,FALSE,NA
cloud,Polish,2.94,40,TRUE,chmura
fish,Polish,2.94,41,TRUE,ryba
snowman,Polish,2.94,42,FALSE,NA
dance,Polish,2.94,43,TRUE,tan�czyc�
sing,Polish,2.94,44,TRUE,s�piewac�
bottle,Polish,2.97,45,FALSE,NA
lion,Polish,2.97,46,TRUE,lew
feed,Polish,2.97,47,FALSE,NA
wake up,Polish,3,48,TRUE,obudzic�
butterfly,Polish,3.03,49,TRUE,motyl
duck,Polish,3.03,50,TRUE,kaczka
frog,Polish,3.03,51,TRUE,z?aba
paint,Polish,3.03,52,FALSE,NA
read,Polish,3.03,53,TRUE,czytac�
banana,Polish,3.06,54,FALSE,NA
cucumber,Polish,3.06,55,FALSE,NA
fork,Polish,3.06,56,TRUE,widelec
knife,Polish,3.06,57,TRUE,no�z?
tail,Polish,3.06,58,TRUE,ogon
blow,Polish,3.06,59,TRUE,dmuchac�
carrot,Polish,3.09,60,FALSE,NA
leaf,Polish,3.09,61,TRUE,lis�c�
swing,Polish,3.09,62,FALSE,NA
tomato,Polish,3.09,63,FALSE,NA
bark,Polish,3.09,64,FALSE,NA
clap,Polish,3.09,65,FALSE,NA
jump,Polish,3.09,66,TRUE,skakac�
swing,Polish,3.09,67,FALSE,NA
mouse,Polish,3.13,68,FALSE,NA
strawberry,Polish,3.13,69,FALSE,NA
snail,Polish,3.16,70,TRUE,s�limak
pear,Polish,3.19,71,FALSE,NA
bite,Polish,3.19,72,TRUE,gryz�c�
spill,Polish,3.19,73,FALSE,NA
glasses,Polish,3.22,74,FALSE,NA
lamp,Polish,3.22,75,FALSE,NA
moon,Polish,3.22,76,TRUE,ksie?z?yc
comb,Polish,3.22,77,FALSE,NA
kick,Polish,3.22,78,TRUE,kopac�
glass,Polish,3.23,79,FALSE,NA
elephant,Polish,3.25,80,TRUE,s?o?
sandwich,Polish,3.25,81,FALSE,NA
brush [teeth],Polish,3.25,82,TRUE,szczotka
orange,Polish,3.28,83,FALSE,NA
knock,Polish,3.28,84,FALSE,NA
lick,Polish,3.28,85,TRUE,lizac�
nose,Russian,1.65,1,TRUE,nos
eye,Russian,1.68,2,TRUE,glaz
dog,Russian,1.71,3,FALSE,NA
drink,Russian,1.74,4,TRUE,pit
ball,Russian,1.76,5,FALSE,NA
cat,Russian,1.76,6,TRUE,kos?ka
ear,Russian,1.76,7,TRUE,uxo
spoon,Russian,1.8,8,TRUE,loz?ka
bed,Russian,1.81,9,FALSE,NA
dummy,Russian,1.81,10,FALSE,NA
leg,Russian,1.81,11,TRUE,noga
doll,Russian,1.82,12,FALSE,NA
sleep,Russian,1.82,13,FALSE,NA
walk,Russian,1.89,14,TRUE,idti
house,Russian,1.9,15,TRUE,dom
tree,Russian,1.92,16,TRUE,derevo
cry,Russian,1.92,17,TRUE,plakat
sit,Russian,1.92,18,FALSE,NA
eat,Russian,1.94,19,FALSE,NA
watch [TV],Russian,1.94,20,FALSE,NA
chair,Russian,1.96,21,TRUE,stul
sun,Russian,1.97,22,TRUE,solnce
play [the piano],Russian,1.97,23,TRUE,igrat
talk [on the phone],Russian,2,24,TRUE,govorit
apple,Russian,2.03,25,FALSE,NA
bird,Russian,2.06,26,TRUE,ptica
flower,Russian,2.06,27,TRUE,cvetok
car,Russian,2.07,28,FALSE,NA
laugh,Russian,2.11,29,FALSE,NA
door,Russian,2.14,30,FALSE,NA
fall,Russian,2.17,31,FALSE,NA
kiss,Russian,2.17,32,TRUE,celovat
cow,Russian,2.2,33,TRUE,korova
cap,Russian,2.25,34,FALSE,NA
run,Russian,2.25,35,TRUE,begat
cucumber,Russian,2.28,36,FALSE,NA
swing,Russian,2.28,37,FALSE,NA
open,Russian,2.28,38,FALSE,NA
bath,Russian,2.31,39,FALSE,NA
feed,Russian,2.31,40,FALSE,NA
sock,Russian,2.32,41,FALSE,NA
butterfly,Russian,2.33,42,TRUE,baboc?ka
Hen,Russian,2.33,43,TRUE,kurica
bark,Russian,2.33,44,FALSE,NA
crawl,Russian,2.33,45,TRUE,polzat
dance,Russian,2.33,46,FALSE,NA
rain,Russian,2.33,47,FALSE,NA
bear,Russian,2.36,48,TRUE,medved
fly,Russian,2.36,49,TRUE,muxa
hug,Russian,2.36,50,TRUE,obnimat
horse,Russian,2.37,51,FALSE,NA
sofa,Russian,2.37,52,FALSE,NA
fish,Russian,2.39,53,TRUE,ryba
lamp,Russian,2.39,54,FALSE,NA
bite,Russian,2.39,55,FALSE,NA
listen,Russian,2.39,56,TRUE,slus?at
carrot,Russian,2.41,57,FALSE,NA
jump,Russian,2.42,58,TRUE,prygnut
blow,Russian,2.44,59,FALSE,NA
wake up,Russian,2.44,60,FALSE,NA
beg,Russian,2.47,61,TRUE,prosit
draw,Russian,2.47,62,FALSE,NA
search,Russian,2.47,63,TRUE,iskat
sing,Russian,2.47,64,TRUE,pet
comb,Russian,2.5,65,FALSE,NA
dress,Russian,2.5,66,TRUE,platje
clap,Russian,2.5,67,FALSE,NA
clean,Russian,2.5,68,FALSE,NA
swing,Russian,2.5,69,FALSE,NA
mouse,Russian,2.53,70,FALSE,NA
knock,Russian,2.53,71,FALSE,NA
smell,Russian,2.53,72,TRUE,njuxat
tomato,Russian,2.56,73,FALSE,NA
carry,Russian,2.56,74,TRUE,nesti
snow,Russian,2.56,75,FALSE,NA
glass,Russian,2.57,76,FALSE,NA
duck,Russian,2.58,77,TRUE,utka
fork,Russian,2.58,78,TRUE,vilka
comb,Russian,2.58,79,FALSE,NA
push,Russian,2.58,80,FALSE,NA
frog,Russian,2.64,81,TRUE,ljagus?ka
strawberry,Russian,2.64,82,FALSE,NA
box,Russian,2.64,83,FALSE,NA
airplane,Russian,2.66,84,FALSE,NA
slide,Russian,2.66,85,FALSE,NA
boot,Russian,2.67,86,FALSE,NA
cloud,Russian,2.67,87,TRUE,oblako
onion,Russian,2.67,88,FALSE,NA
scarf,Russian,2.67,89,FALSE,NA
moon,Russian,2.69,90,TRUE,luna�(mesjac)
pencil,Russian,2.69,91,FALSE,NA
wardrobe,Russian,2.69,92,FALSE,NA
climb,Russian,2.69,93,FALSE,NA
fly,Russian,2.69,94,TRUE,letat
kick,Russian,2.69,95,FALSE,NA
lick,Russian,2.69,96,TRUE,lizat
ladder,Russian,2.72,97,TRUE,lestnica
snowman,Russian,2.72,98,FALSE,NA
tail,Russian,2.72,99,TRUE,xvost
eat,Spanish,2.18,1,TRUE,comer
eye,Spanish,2.27,2,TRUE,ojo
bed,Spanish,2.32,3,TRUE,cama
dog,Spanish,2.32,4,FALSE,NA
sun,Spanish,2.36,5,TRUE,sol
cat,Spanish,2.41,6,TRUE,gato
house,Spanish,2.45,7,TRUE,casa
sleep,Spanish,2.5,8,TRUE,dormir
dummy,Spanish,2.53,9,FALSE,NA
ear,Spanish,2.55,10,TRUE,oreja
ball,Spanish,2.59,11,TRUE,pelota
glass,Spanish,2.59,12,FALSE,NA
shoe,Spanish,2.59,13,TRUE,zapato
spoon,Spanish,2.59,14,TRUE,cuchara
cow,Spanish,2.64,15,TRUE,vaca
cry,Spanish,2.64,16,TRUE,llorar
open,Spanish,2.64,17,TRUE,abrir
bird,Spanish,2.68,18,TRUE,pa�jaro 
doll,Spanish,2.68,19,FALSE,NA
flower,Spanish,2.68,20,TRUE,flor
nose,Spanish,2.68,21,TRUE,nariz
drink,Spanish,2.68,22,TRUE,beber
chair,Spanish,2.73,23,TRUE,silla
car,Spanish,2.76,24,FALSE,NA
apple,Spanish,2.77,25,FALSE,NA
gate,Spanish,2.77,26,TRUE,puerta
balloon,Spanish,2.82,27,TRUE,globo
banana,Spanish,2.82,28,FALSE,NA
dress,Spanish,2.82,29,TRUE,vestido
leg,Spanish,2.82,30,TRUE,pierna
orange,Spanish,2.82,31,FALSE,NA
trousers,Spanish,2.82,32,TRUE,pantalones
run,Spanish,2.86,33,TRUE,correr
tree,Spanish,2.88,34,TRUE,a�rbol
cloud,Spanish,2.91,35,TRUE,nube
door,Spanish,2.91,36,FALSE,NA
duck,Spanish,2.91,37,TRUE,pato
pear,Spanish,2.91,38,FALSE,NA
swing,Spanish,2.91,39,FALSE,NA
bath,Spanish,2.91,40,TRUE,ba?ar(se)
climb,Spanish,2.91,41,TRUE,subir
paint,Spanish,2.91,42,FALSE,NA
comb,Spanish,2.95,43,TRUE,peine
draw,Spanish,2.95,44,FALSE,NA
extinguish,Spanish,2.95,45,TRUE,apagar
fork,Spanish,3,46,TRUE,tenedor
sing,Spanish,3,47,TRUE,cantar
cheese,Spanish,3.05,48,TRUE,queso
sock,Spanish,3.05,49,TRUE,calceti�n
hug,Spanish,3.05,50,TRUE,abrazar
kiss,Spanish,3.05,51,TRUE,besar
rabbit,Spanish,3.09,52,TRUE,conejo
strawberry,Spanish,3.09,53,FALSE,NA
walk,Spanish,3.09,54,TRUE,caminar
carry,Spanish,3.11,55,TRUE,llevar
television,Spanish,3.12,56,FALSE,NA
tomato,Spanish,3.14,57,FALSE,NA
pull,Spanish,3.14,58,TRUE,tirar
rain,Spanish,3.14,59,FALSE,NA
bite,Spanish,3.18,60,TRUE,morder
blow,Spanish,3.18,61,TRUE,soplar
wake up,Spanish,3.18,62,TRUE,despertarse
ant,Spanish,3.23,63,TRUE,hormiga
moon,Spanish,3.23,64,TRUE,luna
fall,Spanish,3.23,65,TRUE,caer
laugh,Spanish,3.23,66,TRUE,rei�r
slide,Spanish,3.24,67,FALSE,NA
pencil,Spanish,3.27,68,FALSE,NA
snail,Spanish,3.27,69,TRUE,caracol
clap,Spanish,3.27,70,FALSE,NA
dance,Spanish,3.27,71,TRUE,bailar
wave,Spanish,3.27,72,FALSE,NA
