value,transcription,alt_transcription,IPA,Comment
j,phonetic,NA,,
u,phonetic,NA,,
t,phonetic,NA,,
 ,phonetic,NA,,
(,phonetic,NA,,
T,phonetic,NA,,
),phonetic,NA,,
h,phonetic,NA,,
:,phonetic,NA,,
l,phonetic,NA,,
c,phonetic,NA,,
ó,phonetic,NA,,
p,phonetic,NA,,
ʔ,phonetic,NA,,
ə,phonetic,NA,,
+,phonetic,NA,,
N,phonetic,NA,,
ɔ,phonetic,NA,,
ɔ̂,phonetic,NA,,
n,phonetic,NA,,
r,phonetic,NA,,
ə̂,phonetic,NA,,
m,phonetic,NA,,
a,phonetic,NA,,
î,phonetic,NA,,
o,phonetic,NA,,
ŋ,phonetic,NA,,
k,phonetic,NA,,
ɛ̂,phonetic,NA,,
w,phonetic,NA,,
e,phonetic,NA,,
ʌ̂,phonetic,NA,,
ɛ,phonetic,NA,,
ɔ́,phonetic,NA,,
û,phonetic,NA,,
â,phonetic,NA,,
i,phonetic,NA,,
d,phonetic,NA,,
ɨ,phonetic,NA,,
í,phonetic,NA,,
ɨ̂,phonetic,NA,,
ê,phonetic,NA,,
á,phonetic,NA,,
/,phonetic,NA,,
=,phonetic,NA,,
x,phonetic,NA,,
č,phonetic,NA,,
ʌ,phonetic,NA,,
n̄,phonetic,NA,,
ô,phonetic,NA,,
b,phonetic,NA,,
s,phonetic,NA,,
ɨ́,phonetic,NA,,
ú,phonetic,NA,,
f,phonetic,NA,,
ɛ́,phonetic,NA,,
ł,phonetic,NA,,
ü,phonetic,NA,,
)̲,phonetic,NA,,
?,phonetic,NA,,
.,phonetic,NA,,
y,phonetic,NA,,
é,phonetic,NA,,
ə́,phonetic,NA,,
ʌ́,phonetic,NA,,
