value,transcription,alt_transcription,IPA,Comment
c,phonetic,NA,c,
h,phonetic,NA,h,
o,phonetic,NA,o,
p,phonetic,NA,p,
r,phonetic,NA,r,
ô,phonetic,NA,ɔ,https://omniglot.com/writing/northernkhmer.htm
:,phonetic,NA,ː,
â,phonetic,NA,ɒ,https://omniglot.com/writing/northernkhmer.htm
t,phonetic,NA,t,
n,phonetic,NA,n,
ə,phonetic,NA,ə,
m,phonetic,NA,m,
j,phonetic,NA,j,
u,phonetic,NA,u,
ɨ,phonetic,NA,ɨ,
ʔ,phonetic,NA,ʔ,
w,phonetic,NA,w,
l,phonetic,NA,l,
i,phonetic,NA,i,
k,phonetic,NA,k,
a,phonetic,NA,a,
d,phonetic,NA,d,
ŋ,phonetic,NA,ŋ,
b,phonetic,NA,b,
î,phonetic,NA,,
ə̂,phonetic,NA,,
ɛ,phonetic,NA,ɛ,
k̂,phonetic,NA,k,
ɔ,phonetic,NA,ɔ,
b̂,phonetic,NA,,
s,phonetic,NA,s,
e,phonetic,NA,,
l̂,phonetic,NA,,
ń,phonetic,NA,,
d̂,phonetic,NA,,
-,phonetic,NA,,
ĥ,phonetic,NA,,
ŝ,phonetic,NA,,
ʔ̂,phonetic,NA,,
C,phonetic,NA,,
H,phonetic,NA,,
E,phonetic,NA,,
K,phonetic,NA,,
m̂,phonetic,NA,,
r̂,phonetic,NA,,
n̂,phonetic,NA,,
ĉ,phonetic,NA,,
f,phonetic,NA,,
',phonetic,NA,,
y,phonetic,NA,,
g,phonetic,NA,,
