value,transcription,alt_transcription,IPA,Comment
j,phonetic,NA,,
u,phonetic,NA,,
t,phonetic,NA,,
.,phonetic,NA,,
A,phonetic,NA,,
h,phonetic,NA,,
ɔ,phonetic,NA,,
:,phonetic,NA,,
C,phonetic,NA,,
 ,phonetic,NA,,
ə,phonetic,NA,,
c,phonetic,NA,,
p,phonetic,NA,,
ʔ,phonetic,NA,,
o,phonetic,NA,,
n,phonetic,NA,,
r,phonetic,NA,,
m,phonetic,NA,,
e,phonetic,NA,,
w,phonetic,NA,,
ŋ,phonetic,NA,,
i,phonetic,NA,,
ɛ,phonetic,NA,,
k,phonetic,NA,,
R,phonetic,NA,,
?,phonetic,NA,,
a,phonetic,NA,,
l,phonetic,NA,,
ɨ,phonetic,NA,,
s,phonetic,NA,,
B,phonetic,NA,,
b,phonetic,NA,,
D,phonetic,NA,,
d,phonetic,NA,,
V,phonetic,NA,,
ń,phonetic,NA,,
+,phonetic,NA,,
T,phonetic,NA,,
f,phonetic,NA,,
I,phonetic,NA,,
v,phonetic,NA,,
g,phonetic,NA,,
M,phonetic,NA,,
>,phonetic,NA,,
ĳ,phonetic,NA,,
