value,transcription,alt_transcription,IPA,Comment
j,phonetic,NA,,
u,phonetic,NA,,
t,phonetic,NA,,
.,phonetic,NA,,
A,phonetic,NA,,
r,phonetic,NA,,
ə,phonetic,NA,,
c,phonetic,NA,,
B,phonetic,NA,,
o,phonetic,NA,,
p,phonetic,NA,,
ʔ,phonetic,NA,,
ɔ,phonetic,NA,,
 ,phonetic,NA,,
h,phonetic,NA,,
n,phonetic,NA,,
C,phonetic,NA,,
:,phonetic,NA,,
m,phonetic,NA,,
k,phonetic,NA,,
i,phonetic,NA,,
a,phonetic,NA,,
w,phonetic,NA,,
e,phonetic,NA,,
l,phonetic,NA,,
s,phonetic,NA,,
ŋ,phonetic,NA,,
R,phonetic,NA,,
?,phonetic,NA,,
b,phonetic,NA,,
ɨ,phonetic,NA,,
V,phonetic,NA,,
d,phonetic,NA,,
ń,phonetic,NA,,
ɛ,phonetic,NA,,
+,phonetic,NA,,
T,phonetic,NA,,
3,phonetic,NA,,
P,phonetic,NA,,
K,phonetic,NA,,
M,phonetic,NA,,
I,phonetic,NA,,
D,phonetic,NA,,
1,phonetic,NA,,
f,phonetic,NA,,
y,phonetic,NA,,
