value,transcription,alt_transcription,IPA,Comment
r,phonetic,NA,,
ə,phonetic,NA,,
t,phonetic,NA,,
ʔ,phonetic,NA,,
a,phonetic,NA,,
 ,phonetic,NA,,
l,phonetic,NA,,
p,phonetic,NA,,
o,phonetic,NA,,
k,phonetic,NA,,
ʒ,phonetic,NA,,
u,phonetic,NA,,
s,phonetic,NA,,
i,phonetic,NA,,
b,phonetic,NA,,
g,phonetic,NA,,
ɨ,phonetic,NA,,
ɛ,phonetic,NA,,
ŋ,phonetic,NA,,
n,phonetic,NA,,
j,phonetic,NA,,
ɔ,phonetic,NA,,
ʌ,phonetic,NA,,
h,phonetic,NA,,
c,phonetic,NA,,
e,phonetic,NA,,
:,phonetic,NA,,
d,phonetic,NA,,
w,phonetic,NA,,
m,phonetic,NA,,
ń,phonetic,NA,,
f,phonetic,NA,,
