value,transcription,alt_transcription,IPA,Comment
k,phonetic,NA,,
a,phonetic,NA,,
c,phonetic,NA,,
i,phonetic,NA,,
t,phonetic,NA,,
r,phonetic,NA,,
ɨ,phonetic,NA,,
ŋ,phonetic,NA,,
ʔ,phonetic,NA,,
o,phonetic,NA,,
:,phonetic,NA,,
.,phonetic,NA,,
1,phonetic,NA,,
 ,phonetic,NA,,
p,phonetic,NA,,
l,phonetic,NA,,
u,phonetic,NA,,
4,phonetic,NA,,
w,phonetic,NA,,
3,phonetic,NA,,
j,phonetic,NA,,
ɔ,phonetic,NA,,
n,phonetic,NA,,
m,phonetic,NA,,
2,phonetic,NA,,
ə,phonetic,NA,,
ʌ,phonetic,NA,,
z,phonetic,NA,,
e,phonetic,NA,,
ɛ,phonetic,NA,,
$,phonetic,NA,,
ń,phonetic,NA,,
ß,phonetic,NA,,
d,phonetic,NA,,
b,phonetic,NA,,
h,phonetic,NA,,
