value,transcription,alt_transcription,IPA,Comment
t,Phonemic,NA,,
h,Phonemic,NA,,
i,Phonemic,NA,,
n,Phonemic,NA,,
.,Phonemic,NA,,
3,Phonemic,NA,,
1,Phonemic,NA,,
m,Phonemic,NA,,
a,Phonemic,NA,,
 ,Phonemic,NA,,
ʔ,Phonemic,NA,,
ŋ,Phonemic,NA,,
4,Phonemic,NA,,
2,Phonemic,NA,,
o,Phonemic,NA,,
s,Phonemic,NA,,
k,Phonemic,NA,,
p,Phonemic,NA,,
u,Phonemic,NA,,
e,Phonemic,NA,,
5,Phonemic,NA,,
l,Phonemic,NA,,
z,Phonemic,NA,,
ə,Phonemic,NA,,
j,Phonemic,NA,,
ʒ́,Phonemic,NA,,
(,Phonemic,NA,,
ć,Phonemic,NA,,
),Phonemic,NA,,
I,Phonemic,NA,,
f,Phonemic,NA,,
c,Phonemic,NA,,
v,Phonemic,NA,,
ɣ,Phonemic,NA,,
ś,Phonemic,NA,,
ʒ,Phonemic,NA,,
y,Phonemic,NA,,
ł,Phonemic,NA,,
ń,Phonemic,NA,,
q,Phonemic,NA,,
d,Phonemic,NA,,
w,Phonemic,NA,,
/,Phonemic,NA,,
ĳ,Phonemic,NA,,
H,Phonemic,NA,,
~̄,Phonemic,NA,,
