,Matthews,Accuracy,F1
0,0.18328361492343037,0.5842652749671602,0.44162436548223344
1,0.24891053107897354,0.6212352516538265,0.5185185185185185
2,0.39051291070853406,0.6842463402799968,0.5916870415647922
3,0.4179564096038171,0.7023171323416291,0.6229508196721312
4,0.4642343498964751,0.7138317889729116,0.6278481012658229
5,0.47482135593861396,0.7057727127489616,0.6049046321525886
6,0.09477273737286962,0.5483662915231773,0.46435845213849286
7,0.32180253691718186,0.6625720405675672,0.5889830508474576
8,0.3147654219475669,0.6480337510798688,0.5405405405405406
9,0.16179868211064147,0.5770405083963503,0.44819277108433736
10,0.47993230391305103,0.7167666654832487,0.6285714285714286
11,0.36935988051407265,0.6716725245855079,0.5700000000000001
12,0.27720090128090175,0.6368208660252541,0.545045045045045
13,0.3546844311923305,0.6654240778215642,0.5621890547263682
14,0.4227993247340065,0.6798736109631839,0.5611111111111111
15,0.3895150935498059,0.6825895551531935,0.5876543209876542
16,0.31429373564078894,0.6530810286268802,0.5601851851851852
17,0.17428212827531875,0.5745494136164069,0.39779005524861877
18,0.32658947332516497,0.6596312469674915,0.5701149425287356
19,0.3616423375939342,0.6835777091395367,0.6166666666666666
20,0.4328130042563102,0.7057786298387001,0.6231884057971014
21,0.2751581689527799,0.6317735884782429,0.5250596658711217
22,0.48057473648676546,0.7142814877930439,0.6226912928759893
23,0.29114895620051956,0.6453296410693364,0.5614035087719299
24,0.35060674760994187,0.6632406717080271,0.5586034912718204
25,0.15308342890113752,0.5781884238056354,0.5328596802841918
26,0.3980126891667088,0.6914001017739435,0.6066350710900473
27,0.3102012318249021,0.6386196613057833,0.5105263157894737
28,0.17637522542806353,0.5878865338871729,0.4889867841409692
29,0.17471623087146868,0.5882652276304423,0.5
