,Matthews,Accuracy,F1,ActionAccuracy,ThingAccuracy
0,0.016438210514183274,0.5081791143423662,0.4344569288389513,0.4264705882352941,0.5898876404494382
1,-0.037895303687176196,0.48095670852610706,0.4229390681003584,0.4338235294117647,0.5280898876404494
2,0.07262683167501569,0.5365168539325842,0.4857142857142857,0.5,0.5730337078651685
3,0.0977405136751373,0.5488268341044283,0.4870848708487085,0.4852941176470588,0.6123595505617978
4,-0.04725590891987639,0.47620621282220754,0.42402826855123676,0.4411764705882353,0.5112359550561798
5,0.05879315162692269,0.5293704560475876,0.4649446494464945,0.4632352941176471,0.5955056179775281
6,0.02399129823295455,0.5121034368803701,0.4742268041237114,0.5073529411764706,0.5168539325842697
7,-0.09178823069946529,0.45732815598149373,0.3017241379310345,0.25735294117647056,0.6573033707865169
8,0.03342938812592381,0.5168539325842696,0.4738675958188153,0.5,0.5337078651685393
9,0.021864595637669078,0.5110294117647058,0.4797297297297297,0.5220588235294118,0.5
10,-0.03934376640751188,0.48070885657633844,0.38281250000000006,0.3602941176470588,0.601123595505618
11,0.07523186795966,0.535814606741573,0.4232365145228215,0.375,0.6966292134831461
12,-0.029939842893455207,0.48525280898876405,0.39382239382239387,0.375,0.5955056179775281
13,-0.1119285252024907,0.44419200264375414,0.3643122676579925,0.3602941176470588,0.5280898876404494
14,-0.0030368349968404942,0.4984715796430932,0.4468085106382979,0.4632352941176471,0.5337078651685393
15,-0.04498656601812439,0.47769332452081953,0.393939393939394,0.38235294117647056,0.5730337078651685
16,-0.04523814978061429,0.4772802379378718,0.4172661870503597,0.4264705882352941,0.5280898876404494
17,0.021166303625056594,0.5106163251817581,0.49677419354838714,0.5661764705882353,0.4550561797752809
18,-0.0008220239411534967,0.4995869134170522,0.4820846905537459,0.5441176470588235,0.4550561797752809
19,-0.08521522485667135,0.45865003304692664,0.344,0.3161764705882353,0.601123595505618
20,-0.029895693341238976,0.4858724388631857,0.35294117647058826,0.3088235294117647,0.6629213483146067
21,-0.022267950378414732,0.48913582286847324,0.38735177865612647,0.3602941176470588,0.6179775280898876
22,-0.05059638320046347,0.47699107732980833,0.31111111111111106,0.25735294117647056,0.6966292134831461
23,-0.07681863904539665,0.46360707204230006,0.3263598326359833,0.2867647058823529,0.6404494382022472
24,0.008133547891206508,0.5040895571711831,0.45,0.4632352941176471,0.5449438202247191
25,-0.08591404932271123,0.4571629213483146,0.37918215613382905,0.375,0.5393258426966292
26,0.01999777610332357,0.5096662260409782,0.403225806451613,0.36764705882352944,0.651685393258427
27,0.014727976662781816,0.5073116325181758,0.43018867924528303,0.41911764705882354,0.5955056179775281
28,0.00254556904248466,0.5012805684071382,0.4483985765124555,0.4632352941176471,0.5393258426966292
29,0.05411387093539971,0.5272224058162591,0.47686832740213525,0.49264705882352944,0.5617977528089888
30,0.015285913533511948,0.5075181758096496,0.41860465116279066,0.39705882352941174,0.6179775280898876
31,-0.05458095332159267,0.47252974223397226,0.41843971631205673,0.4338235294117647,0.5112359550561798
32,0.03562125374672364,0.5179279576999339,0.46808510638297873,0.4852941176470588,0.550561797752809
33,0.02956224354006943,0.5149124256444151,0.47586206896551725,0.5073529411764706,0.5224719101123596
34,-0.030294911477674446,0.4848397224058163,0.41758241758241754,0.41911764705882354,0.550561797752809
35,0.02103220464796834,0.5105750165234633,0.45714285714285713,0.47058823529411764,0.550561797752809
36,0.08614814460984221,0.5434567085261071,0.5135135135135136,0.5588235294117647,0.5280898876404494
37,0.0068864392411816504,0.5034699272967614,0.4784053156146179,0.5294117647058824,0.47752808988764045
38,0.00963046676588515,0.5047918043621943,0.5015673981191223,0.5882352941176471,0.42134831460674155
39,0.01762485982786814,0.5088400528750826,0.4492753623188406,0.45588235294117646,0.5617977528089888
40,0.07667563494979343,0.5373430270984798,0.4444444444444445,0.4117647058823529,0.6629213483146067
41,0.011276445733976105,0.5053288169200264,0.3781512605042017,0.33088235294117646,0.6797752808988764
42,0.014210178453403834,0.5071050892267019,0.4411764705882353,0.4411764705882353,0.5730337078651685
43,-0.020629243226717824,0.48979676140118966,0.40458015267175573,0.3897058823529412,0.5898876404494382
44,0.008896326296903932,0.5042547918043622,0.38683127572016457,0.34558823529411764,0.6629213483146067
45,0.014574918380429725,0.5073529411764706,0.4745762711864407,0.5147058823529411,0.5
46,-0.004765108865555328,0.4976040978189028,0.4428571428571429,0.45588235294117646,0.5393258426966292
47,0.09680964053051457,0.5486202908129544,0.4964028776978417,0.5073529411764706,0.5898876404494382
48,0.010093363450249356,0.5049157303370786,0.4047619047619047,0.375,0.6348314606741573
49,-0.02597091165656753,0.4876074025115664,0.36363636363636365,0.3235294117647059,0.651685393258427
50,-0.09145851944190045,0.45435393258426965,0.3777777777777777,0.375,0.5337078651685393
51,-0.010346506430744102,0.4947951090548579,0.4412811387900356,0.45588235294117646,0.5337078651685393
52,0.030148478395702043,0.5148711169861202,0.4307692307692308,0.4117647058823529,0.6179775280898876
