value,transcription,alt_transcription,IPA,Comment
a,CyrillTrans,Phonemic,a,
q̄,CyrillTrans,Phonemic,q,
ʷ,CyrillTrans,Phonemic,v,
z,CyrillTrans,Phonemic,z,
r,CyrillTrans,Phonemic,r,
u,CyrillTrans,Phonemic,u,
n,CyrillTrans,Phonemic,n,
q,CyrillTrans,Phonemic,q,
ʼ,CyrillTrans,Phonemic,,
l,CyrillTrans,Phonemic,ʼ,
t,CyrillTrans,Phonemic,t,
k,CyrillTrans,Phonemic,k,
ü,CyrillTrans,Phonemic,y,уь
y,CyrillTrans,Phonemic,j,
h,CyrillTrans,Phonemic,h,
d,CyrillTrans,Phonemic,d,
w,CyrillTrans,Phonemic,v,
m,CyrillTrans,Phonemic,m,
b,CyrillTrans,Phonemic,b,
š,CyrillTrans,Phonemic,ʃ,
i,CyrillTrans,Phonemic,i,
s,CyrillTrans,Phonemic,s,
e,CyrillTrans,Phonemic,e,
x,CyrillTrans,Phonemic,χ,
ž,CyrillTrans,Phonemic,ʒ,
p,CyrillTrans,Phonemic,p,
g,CyrillTrans,Phonemic,g,
c,CyrillTrans,Phonemic,ts,
’,CyrillTrans,Phonemic,’,
o,CyrillTrans,Phonemic,o,
ʲ,CyrillTrans,Phonemic,ʲ,
č,CyrillTrans,Phonemic,tʃ,
x̌,CyrillTrans,Phonemic,x,хь https://omniglot.com/writing/lezgi.htm
f,CyrillTrans,Phonemic,f,
ɣ,CyrillTrans,Phonemic,ʁ,гъ https://omniglot.com/writing/lezgi.htm
ä,CyrillTrans,Phonemic,a,not in sources
š̄,CyrillTrans,Phonemic,ʃː,
ɨ,CyrillTrans,Phonemic,ə,ы https://omniglot.com/writing/lezgi.htm
ʔ,CyrillTrans,Phonemic,ʔ,
d̄,CyrillTrans,Phonemic,dː,
